engine_size,fuel_type,avg_speed,max_speed,avg_acceleration,trip_distance,trip_duration,speed_ratio,idle_ratio,speed_squared,fuel_used
0.27,1,78.7,101.6,1.76,70.72,49.07,1.29,0.0,6.19,2.32
0.242,1,50.2,55.7,5.01,29.43,41.17,1.11,0.146,2.52,1.0
0.311,1,96.0,177.0,2.7,76.34,58.26,1.84,0.181,9.22,4.23
0.138,1,85.8,137.9,4.13,38.19,26.69,1.61,0.0,7.36,0.82
0.118,1,47.2,88.0,2.9,60.15,100.47,1.86,0.239,2.23,0.88
0.112,1,27.5,50.9,5.64,66.96,193.03,1.85,0.243,0.76,1.39
0.229,1,52.4,69.2,0.67,75.81,88.57,1.32,0.02,2.75,1.38
0.125,1,93.6,178.9,4.17,73.01,50.21,1.91,0.068,8.76,2.05
0.112,1,26.8,60.7,4.72,28.7,69.93,2.26,0.081,0.72,0.6
0.1,1,31.7,44.1,1.88,64.67,127.28,1.39,0.038,1.0,0.77
0.251,1,87.9,126.4,0.93,29.16,25.35,1.44,0.215,7.73,0.77
0.345,1,96.4,213.0,3.82,39.97,22.89,2.21,0.0,9.29,3.33
0.215,1,23.7,48.2,2.06,47.28,142.84,2.03,0.162,0.56,1.39
0.351,1,33.8,58.4,3.46,53.43,122.54,1.73,0.226,1.14,2.89
0.294,1,23.6,56.8,2.61,58.63,135.67,2.41,0.0,0.56,2.43
0.246,1,89.0,163.6,5.61,39.22,30.28,1.84,0.127,7.92,1.55
0.341,1,32.2,76.0,5.51,75.52,163.25,2.36,0.138,1.04,5.38
0.334,1,21.8,42.3,0.69,40.31,108.44,1.94,0.0,0.48,1.43
0.21,1,48.9,96.5,0.91,40.79,49.61,1.97,0.0,2.39,0.8
0.291,1,60.1,128.2,2.35,61.44,68.48,2.13,0.104,3.61,1.99
0.294,1,11.7,23.6,3.9,25.48,123.21,2.02,0.0,0.14,1.35
0.377,1,72.0,92.0,2.46,47.81,52.5,1.28,0.241,5.18,1.99
0.171,1,90.1,100.3,1.61,76.76,61.68,1.11,0.171,8.12,1.92
0.12,1,12.5,18.0,5.35,33.86,204.81,1.44,0.206,0.16,0.97
0.222,1,27.2,49.6,5.49,64.55,132.84,1.82,0.0,0.74,2.88
0.272,1,91.7,116.6,3.44,70.48,50.96,1.27,0.095,8.41,3.69
0.121,1,35.0,54.4,5.7,23.33,45.21,1.55,0.115,1.23,0.56
0.149,1,53.8,114.8,5.27,50.47,69.49,2.13,0.19,2.89,1.02
0.384,1,21.9,47.8,1.96,74.75,258.04,2.18,0.206,0.48,4.12
0.166,1,49.9,98.1,4.73,9.21,15.3,1.97,0.276,2.49,0.23
0.181,1,84.0,153.4,3.04,25.84,21.97,1.83,0.16,7.06,0.68
0.223,1,66.6,138.5,4.41,5.11,6.12,2.08,0.248,4.44,0.16
0.179,1,31.8,56.5,5.38,30.89,74.3,1.78,0.216,1.01,0.95
0.243,1,99.3,216.3,1.66,40.61,24.95,2.18,0.017,9.86,1.64
0.334,1,79.4,112.7,5.57,47.81,39.38,1.42,0.083,6.3,2.72
0.282,1,60.4,107.6,3.28,14.94,19.39,1.78,0.235,3.65,0.51
0.139,1,79.0,190.0,5.71,30.15,22.16,2.41,0.0,6.24,0.78
0.134,1,94.1,127.7,1.89,33.12,23.05,1.36,0.084,8.85,0.78
0.237,1,25.4,37.4,3.3,12.65,36.03,1.47,0.171,0.65,0.46
0.314,1,94.4,224.4,5.7,20.33,12.48,2.38,0.0,8.91,1.58
0.369,1,97.5,224.5,1.11,75.85,51.89,2.3,0.1,9.51,3.94
0.233,1,14.1,26.2,2.36,38.4,197.16,1.86,0.171,0.2,1.63
0.299,1,49.1,110.3,5.48,10.46,14.9,2.25,0.142,2.41,0.45
0.114,1,70.2,162.0,1.4,65.18,73.91,2.31,0.246,4.93,0.97
0.18,1,91.4,141.6,3.54,4.99,3.02,1.55,0.0,8.35,0.19
0.233,1,33.1,45.2,4.18,1.03,2.43,1.37,0.232,1.1,0.05
0.157,1,44.8,79.7,2.45,26.34,48.75,1.78,0.276,2.01,0.47
0.107,1,48.7,113.2,2.16,8.47,13.35,2.32,0.218,2.37,0.1
0.271,1,14.8,19.2,3.92,17.42,81.36,1.3,0.132,0.22,0.9
0.185,1,95.4,217.5,4.47,7.16,4.29,2.28,0.0,9.1,0.31
0.148,1,98.0,129.5,3.18,29.77,22.23,1.32,0.18,9.6,0.76
0.229,1,34.7,81.3,0.72,73.18,166.58,2.34,0.24,1.2,1.9
0.337,1,12.8,31.4,3.4,24.96,126.51,2.45,0.075,0.16,1.48
0.397,1,13.5,27.2,2.94,75.96,345.36,2.01,0.022,0.18,5.19
0.245,1,73.3,87.6,1.57,17.95,18.65,1.2,0.212,5.37,0.45
0.272,1,29.4,67.8,5.68,41.96,92.15,2.31,0.071,0.86,2.16
0.115,1,34.2,68.9,3.43,75.58,145.61,2.01,0.089,1.17,1.46
0.247,1,56.1,82.7,3.0,38.19,51.19,1.47,0.202,3.15,1.19
0.199,1,13.8,24.8,3.49,14.31,79.65,1.8,0.219,0.19,0.6
0.384,1,27.7,64.4,4.37,36.85,93.41,2.32,0.145,0.77,2.71
0.244,1,43.6,78.1,3.69,15.94,29.62,1.79,0.259,1.9,0.51
0.29,1,19.0,37.0,1.17,7.22,26.53,1.95,0.141,0.36,0.3
0.277,1,18.0,30.7,1.46,78.98,310.81,1.71,0.153,0.32,3.39
0.198,1,18.5,45.6,2.07,34.48,136.98,2.46,0.184,0.34,1.02
0.343,1,58.3,86.8,0.84,13.84,19.19,1.49,0.258,3.4,0.44
0.175,1,15.9,32.9,3.65,32.96,134.55,2.07,0.076,0.25,1.05
0.301,1,97.4,131.1,3.78,34.51,23.88,1.35,0.11,9.49,1.97
0.348,1,53.7,99.9,2.18,15.36,16.18,1.86,0.0,2.88,0.6
0.159,1,72.1,118.7,2.79,38.07,34.34,1.65,0.077,5.2,0.73
0.193,1,69.7,141.6,2.07,37.35,32.05,2.03,0.0,4.86,0.72
0.107,1,90.7,126.5,1.75,23.09,14.72,1.39,0.0,8.23,0.41
0.123,1,22.1,44.3,2.37,56.93,182.18,2.0,0.152,0.49,0.95
0.295,1,20.5,37.9,2.9,22.16,77.96,1.85,0.168,0.42,1.07
0.4,1,64.7,107.8,1.74,21.31,22.52,1.67,0.122,4.19,0.77
0.374,1,43.1,69.9,2.61,67.09,114.45,1.62,0.184,1.86,2.85
0.2,1,83.6,96.5,5.29,41.51,32.74,1.15,0.09,6.99,1.35
0.3,1,11.1,25.8,2.96,28.09,147.15,2.32,0.0,0.12,1.54
0.249,1,46.3,94.9,2.81,76.95,119.63,2.05,0.166,2.14,2.4
0.133,1,45.8,72.0,3.63,69.03,84.93,1.57,0.0,2.1,1.01
0.355,1,29.2,59.5,3.49,66.8,132.12,2.04,0.0,0.85,3.51
0.267,1,95.2,160.0,2.3,48.93,42.1,1.68,0.268,9.06,2.49
0.399,1,12.0,15.1,3.85,65.83,343.18,1.26,0.041,0.14,4.33
0.336,1,15.1,24.4,3.28,45.27,227.42,1.62,0.209,0.23,2.67
0.284,1,62.7,117.0,4.02,21.5,19.39,1.87,0.0,3.93,0.72
0.167,1,55.0,125.2,4.36,63.33,74.3,2.28,0.07,3.02,1.44
0.218,1,27.3,32.4,3.75,79.15,171.07,1.19,0.0,0.75,2.39
0.334,1,32.7,74.0,4.37,75.71,153.43,2.26,0.095,1.07,4.73
0.239,1,66.8,115.5,1.54,41.12,43.0,1.73,0.141,4.46,1.04
0.321,1,69.7,87.7,4.46,40.52,46.99,1.26,0.258,4.86,1.85
0.117,1,83.9,96.7,2.52,43.84,30.54,1.15,0.0,7.04,0.67
0.103,1,25.2,48.2,4.43,73.41,218.96,1.91,0.202,0.64,1.39
0.218,1,10.1,12.8,3.44,54.34,357.91,1.27,0.098,0.1,2.24
0.257,1,16.7,22.9,5.12,58.27,282.08,1.37,0.258,0.28,2.89
0.397,1,28.8,32.2,5.99,23.2,59.64,1.12,0.19,0.83,1.52
0.274,1,91.4,141.5,4.19,15.84,12.61,1.55,0.175,8.35,0.89
0.163,1,38.2,51.6,5.46,32.38,52.01,1.35,0.022,1.46,0.96
0.196,1,77.0,189.4,2.91,69.02,63.62,2.46,0.155,5.93,1.78
0.307,1,56.2,113.0,5.39,35.79,51.61,2.01,0.26,3.16,1.74
0.247,1,64.3,100.0,5.91,53.72,46.21,1.56,0.0,4.13,1.91
0.287,1,15.1,17.1,2.98,27.28,121.31,1.13,0.106,0.23,1.25
0.149,1,72.0,131.1,1.6,26.25,26.16,1.82,0.164,5.18,0.41
0.144,1,16.6,37.1,4.64,60.51,275.17,2.23,0.205,0.28,1.97
0.243,1,67.8,78.2,3.92,62.45,63.57,1.15,0.131,4.6,1.79
0.183,1,67.9,140.5,5.29,28.04,31.84,2.07,0.222,4.61,0.77
0.365,1,57.5,104.9,3.68,60.2,86.84,1.82,0.277,3.31,2.48
0.116,1,94.4,173.9,3.88,39.11,23.54,1.84,0.0,8.91,1.02
0.324,1,38.1,58.2,5.11,6.72,14.19,1.53,0.254,1.45,0.37
0.278,1,94.2,193.1,2.78,55.47,37.87,2.05,0.067,8.87,2.8
0.399,1,77.6,155.4,2.45,4.88,3.45,2.0,0.0,6.02,0.24
0.329,1,58.4,133.0,0.68,29.97,31.36,2.28,0.018,3.41,0.89
0.122,1,95.9,135.5,5.57,34.65,30.19,1.41,0.282,9.2,1.02
0.379,1,10.5,22.5,5.47,12.04,65.23,2.14,0.0,0.11,1.03
0.38,1,58.8,108.1,1.28,1.06,1.41,1.84,0.233,3.46,0.05
0.29,1,92.3,128.5,4.16,7.22,5.64,1.39,0.168,8.52,0.4
0.321,1,37.1,64.9,3.8,14.53,29.86,1.75,0.213,1.38,0.73
0.299,1,24.2,49.9,1.21,34.6,87.81,2.06,0.023,0.59,1.37
0.179,1,89.4,210.0,1.58,49.49,31.35,2.35,0.0,7.99,1.05
0.314,1,69.3,136.8,2.05,30.86,25.42,1.97,0.0,4.8,1.09
0.251,1,73.8,106.9,2.28,27.4,20.34,1.45,0.0,5.45,0.82
0.341,1,90.8,165.8,3.01,3.44,3.05,1.83,0.255,8.24,0.2
0.383,1,54.0,85.3,5.58,2.93,3.88,1.58,0.161,2.92,0.16
0.166,1,48.6,97.8,4.5,1.06,1.79,2.01,0.269,2.36,0.05
0.17,1,33.7,38.9,1.18,78.92,148.6,1.15,0.054,1.14,1.41
0.132,1,74.8,171.8,1.91,2.65,2.15,2.3,0.011,5.6,0.05
0.131,1,48.8,69.4,3.34,21.03,35.43,1.42,0.27,2.38,0.36
0.27,1,41.9,68.4,2.77,58.48,94.28,1.63,0.112,1.76,1.93
0.383,1,40.2,75.8,1.02,16.84,27.82,1.89,0.097,1.62,0.54
0.363,1,24.2,42.1,3.83,55.66,150.63,1.74,0.084,0.59,3.61
0.27,1,49.6,59.2,3.06,65.84,96.15,1.19,0.172,2.46,2.15
0.248,1,20.7,23.2,2.17,56.14,210.75,1.12,0.228,0.43,1.73
0.249,1,47.9,80.2,1.77,11.77,14.72,1.67,0.0,2.29,0.26
0.159,1,10.8,21.4,2.24,77.88,431.31,1.98,0.0,0.12,1.99
0.207,1,10.8,24.6,0.68,75.27,562.87,2.28,0.257,0.12,2.19
0.263,1,68.8,113.0,4.06,4.54,3.67,1.64,0.0,4.73,0.15
0.265,1,89.9,112.1,5.02,17.59,12.88,1.25,0.089,8.08,0.71
0.22,1,23.5,42.4,4.91,35.88,104.92,1.8,0.127,0.55,1.56
0.312,1,54.1,79.0,5.37,46.58,52.21,1.46,0.011,2.93,1.96
0.341,1,14.0,34.8,1.22,63.89,300.48,2.49,0.089,0.2,3.32
0.364,1,47.2,87.4,0.77,1.19,1.55,1.85,0.024,2.23,0.05
0.136,1,20.2,33.8,4.06,57.25,168.22,1.67,0.0,0.41,1.17
0.382,1,33.5,76.9,5.25,62.03,109.37,2.3,0.0,1.12,4.89
0.331,1,63.7,100.1,1.94,10.63,11.56,1.57,0.134,4.06,0.37
0.208,1,52.8,85.0,4.03,72.2,80.57,1.61,0.0,2.79,1.87
0.142,1,66.2,140.4,5.63,23.03,28.7,2.12,0.273,4.38,0.45
0.281,1,15.1,35.5,3.41,53.88,281.7,2.35,0.24,0.23,2.7
0.112,1,89.1,137.3,1.21,38.01,30.69,1.54,0.166,7.94,0.41
0.182,1,13.0,22.0,5.42,78.63,442.21,1.69,0.179,0.17,2.94
0.372,1,56.5,74.3,5.57,60.84,81.79,1.32,0.21,3.19,3.41
0.16,1,29.0,59.8,1.71,35.66,95.25,2.06,0.225,0.84,0.81
0.236,1,81.3,184.9,4.1,19.05,14.58,2.27,0.036,6.61,0.69
0.135,1,34.6,48.2,3.0,72.77,120.16,1.39,0.0,1.2,1.52
0.306,1,18.6,44.5,3.63,29.73,122.59,2.39,0.218,0.35,1.71
0.308,1,13.6,30.9,2.96,51.3,228.73,2.27,0.011,0.18,3.04
0.332,1,52.6,103.3,3.01,71.63,93.88,1.96,0.13,2.77,3.05
0.34,1,46.9,66.7,2.73,66.27,85.95,1.42,0.014,2.2,2.5
0.342,1,41.8,83.6,1.85,9.63,17.93,2.0,0.229,1.75,0.31
0.181,1,87.0,137.9,5.85,78.4,55.91,1.59,0.033,7.57,2.23
0.312,1,50.6,62.8,4.39,3.46,5.48,1.24,0.251,2.56,0.13
0.138,1,25.8,63.1,4.31,64.31,164.34,2.45,0.09,0.67,1.55
0.17,1,53.3,99.8,3.97,21.31,32.97,1.87,0.272,2.84,0.43
0.39,1,11.3,20.0,2.33,36.48,229.6,1.77,0.156,0.13,2.23
0.224,1,75.9,156.4,5.08,20.75,19.76,2.06,0.17,5.76,0.81
0.211,1,53.7,82.7,1.28,17.89,19.04,1.54,0.0,2.88,0.37
0.298,1,95.6,202.8,0.79,70.86,59.21,2.12,0.249,9.14,3.14
0.276,1,97.8,180.5,5.48,7.56,4.62,1.85,0.0,9.56,0.5
0.275,1,83.5,207.4,2.64,4.75,4.44,2.48,0.231,6.97,0.19
0.16,1,54.5,116.6,4.74,40.47,46.9,2.14,0.05,2.97,1.03
0.299,1,46.7,69.7,4.52,20.13,25.5,1.49,0.0,2.18,0.8
0.187,1,66.6,84.3,4.1,23.38,18.96,1.27,0.0,4.44,0.5
0.38,1,88.1,125.7,4.78,49.08,46.31,1.43,0.278,7.76,2.84
0.304,1,15.7,26.0,5.8,43.58,173.87,1.66,0.042,0.25,2.77
0.311,1,68.0,110.4,5.73,2.75,2.55,1.62,0.048,4.62,0.14
0.196,1,32.7,60.4,5.03,9.15,23.03,1.85,0.271,1.07,0.36
0.154,1,74.1,121.4,2.71,62.88,70.33,1.64,0.276,5.49,1.16
0.226,1,53.3,86.7,2.5,5.13,7.18,1.63,0.196,2.84,0.12
0.158,1,83.4,185.4,3.18,24.58,21.56,2.22,0.18,6.96,0.53
0.171,1,75.7,87.5,1.02,1.54,1.19,1.16,0.0,5.73,0.05
0.399,1,36.0,47.1,1.83,74.95,144.91,1.31,0.138,1.3,3.46
0.362,1,45.5,71.4,1.64,30.85,43.05,1.57,0.055,2.07,1.14
0.187,1,61.9,73.8,1.55,33.19,44.03,1.19,0.269,3.83,0.57
0.299,1,33.0,42.2,0.82,25.13,44.72,1.28,0.0,1.09,0.77
0.328,1,11.4,21.4,2.59,41.02,255.06,1.88,0.154,0.13,2.21
0.189,1,76.0,176.3,1.56,8.71,9.28,2.32,0.259,5.78,0.19
0.265,1,42.4,54.1,3.74,42.49,60.22,1.28,0.002,1.8,1.35
0.339,1,63.1,78.0,3.51,56.52,69.67,1.24,0.229,3.98,2.33
0.146,1,73.9,151.4,0.63,33.53,29.03,2.05,0.062,5.46,0.53
0.165,1,63.2,150.3,4.89,73.8,97.34,2.38,0.28,3.99,1.58
0.287,1,47.2,108.7,1.88,78.5,120.43,2.3,0.171,2.23,2.58
0.126,1,26.5,57.3,0.62,65.53,134.57,2.16,0.0,0.7,0.99
0.21,1,65.0,134.8,2.38,9.53,8.22,2.07,0.0,4.22,0.23
0.256,1,76.8,139.3,2.82,32.45,23.15,1.81,0.0,5.9,1.08
0.393,1,88.6,138.3,3.73,67.94,51.56,1.56,0.108,7.85,3.28
0.122,1,55.9,137.4,4.31,6.6,7.05,2.46,0.0,3.12,0.12
0.352,1,65.6,131.3,0.66,66.45,78.65,2.0,0.227,4.3,1.96
0.313,1,29.3,33.9,1.61,15.11,33.07,1.16,0.064,0.86,0.57
0.253,1,52.9,78.2,0.66,48.8,60.77,1.48,0.089,2.8,1.0
0.36,1,77.2,177.6,3.22,11.34,11.0,2.3,0.199,5.96,0.56
0.232,1,15.9,35.9,1.19,72.34,363.64,2.26,0.249,0.25,2.49
0.323,1,65.8,146.4,2.87,63.08,65.07,2.22,0.116,4.33,2.69
0.246,1,51.6,113.5,5.02,44.8,51.57,2.2,0.0,2.66,1.6
0.39,1,77.8,173.9,0.68,37.96,35.81,2.24,0.182,6.05,1.64
0.115,1,86.7,161.9,1.59,26.06,18.77,1.87,0.039,7.52,0.35
0.116,1,24.3,54.4,1.23,19.44,54.08,2.24,0.112,0.59,0.29
0.329,1,50.3,111.0,3.9,9.93,11.59,2.21,0.0,2.53,0.43
0.219,1,76.9,147.1,2.63,14.49,11.46,1.91,0.013,5.91,0.43
0.227,1,56.3,75.4,4.15,68.35,74.95,1.34,0.028,3.17,1.96
0.393,1,40.0,77.3,1.0,48.88,69.27,1.93,0.0,1.6,1.89
0.315,1,80.9,168.7,3.74,36.54,36.02,2.09,0.248,6.54,1.94
0.125,1,93.8,179.8,3.46,36.9,23.71,1.92,0.004,8.8,0.69
0.112,1,55.9,91.2,2.97,78.47,90.55,1.63,0.07,3.12,0.83
0.107,1,14.3,31.3,3.64,61.1,249.94,2.19,0.0,0.2,1.09
0.113,1,30.5,34.0,1.22,25.43,47.95,1.11,0.0,0.93,0.31
0.115,1,21.7,29.9,3.73,6.06,22.31,1.38,0.249,0.47,0.1
0.112,1,50.5,57.1,4.02,33.7,41.44,1.13,0.034,2.55,0.36
0.133,1,47.5,64.2,4.29,45.64,76.64,1.35,0.248,2.26,0.59
0.139,1,70.6,89.0,4.32,35.88,41.85,1.26,0.271,4.98,0.57
0.132,1,44.4,108.3,2.31,77.01,140.57,2.44,0.26,1.97,0.91
0.14,1,99.6,144.8,2.9,42.09,26.56,1.45,0.045,9.92,0.8
0.111,1,35.4,60.9,1.44,69.99,148.58,1.72,0.202,1.25,0.73
0.133,1,68.8,167.8,0.52,20.59,24.49,2.44,0.267,4.73,0.23
0.136,1,78.9,96.9,3.33,19.3,14.54,1.23,0.0,6.23,0.32
0.107,1,52.2,126.0,1.52,78.26,125.68,2.41,0.284,2.72,0.73
0.109,1,38.4,65.1,2.2,23.17,50.18,1.7,0.279,1.47,0.26
0.137,1,10.0,19.3,5.54,23.75,141.47,1.93,0.0,0.1,0.65
0.136,1,71.9,111.2,1.89,76.52,86.95,1.55,0.266,5.17,1.02
0.142,1,50.7,85.9,1.36,34.69,47.98,1.69,0.144,2.57,0.35
0.122,1,80.3,164.8,3.99,72.85,49.48,2.05,0.0,6.45,1.17
0.139,1,58.7,91.2,1.25,71.12,82.54,1.55,0.119,3.45,0.84
0.129,1,70.7,157.4,4.13,32.45,31.86,2.23,0.136,5.0,0.6
0.119,1,44.9,55.4,5.53,8.19,13.4,1.23,0.183,2.02,0.11
0.12,1,71.2,85.0,3.77,61.99,68.65,1.19,0.239,5.07,0.81
0.145,1,69.1,161.3,3.17,43.82,51.73,2.33,0.264,4.77,0.72
0.122,1,34.7,57.3,2.63,23.66,42.31,1.65,0.033,1.2,0.38
0.103,1,71.0,95.3,2.39,5.86,5.13,1.34,0.035,5.04,0.07
0.144,1,29.9,52.3,3.09,70.01,180.02,1.75,0.22,0.89,1.28
0.134,1,86.3,96.1,2.72,72.67,64.17,1.11,0.213,7.45,1.04
0.126,1,41.3,75.5,4.1,34.05,62.18,1.83,0.204,1.71,0.51
0.108,1,50.6,84.6,4.28,20.74,30.01,1.67,0.181,2.56,0.27
0.121,1,92.0,229.1,1.08,19.41,17.41,2.49,0.273,8.46,0.35
0.105,1,11.3,15.0,5.98,15.22,93.04,1.33,0.131,0.13,0.33
0.101,1,64.4,95.8,5.24,23.39,27.1,1.49,0.196,4.15,0.29
0.111,1,13.1,21.9,2.09,64.91,386.54,1.67,0.231,0.17,0.95
0.13,1,64.4,145.4,2.84,22.76,21.89,2.26,0.031,4.15,0.3
0.122,1,49.6,60.9,4.45,17.89,21.61,1.23,0.0,2.46,0.23
0.111,1,62.5,101.3,2.97,43.44,41.78,1.62,0.002,3.91,0.42
0.144,1,49.0,82.2,0.7,40.34,58.14,1.68,0.15,2.4,0.43
0.135,1,26.0,37.8,4.96,75.83,169.39,1.45,0.0,0.68,1.52
0.111,1,15.4,24.0,1.29,57.08,259.5,1.56,0.143,0.24,0.69
0.1,1,82.7,111.4,3.83,27.62,23.9,1.35,0.162,6.84,0.32
0.104,1,30.1,41.0,2.85,53.0,109.02,1.36,0.031,0.91,0.58
0.126,1,64.5,157.9,3.74,38.22,42.19,2.45,0.157,4.16,0.59
0.141,1,39.1,56.0,1.94,40.85,79.74,1.43,0.214,1.53,0.63
0.103,1,75.1,167.3,2.09,53.47,47.56,2.23,0.102,5.64,0.64
0.142,1,57.3,118.5,5.36,40.16,44.43,2.07,0.054,3.28,0.75
0.111,1,45.0,104.0,4.48,32.9,44.19,2.31,0.007,2.02,0.41
0.114,1,25.8,55.2,1.89,36.88,93.74,2.14,0.085,0.67,0.54
0.12,1,17.2,21.1,3.75,48.35,187.11,1.23,0.099,0.3,0.88
0.103,1,56.5,102.1,1.32,9.2,9.4,1.81,0.0,3.19,0.07
0.13,1,27.7,40.2,1.45,76.67,220.43,1.45,0.247,0.77,0.95
0.116,1,28.9,51.7,0.61,54.04,130.32,1.79,0.139,0.84,0.64
0.108,1,82.4,182.0,1.2,32.49,23.3,2.21,0.0,6.79,0.32
0.113,1,60.1,100.7,5.71,10.98,15.2,1.68,0.279,3.61,0.14
0.139,1,40.5,52.7,5.22,25.4,46.26,1.3,0.187,1.64,0.42
0.124,1,54.6,116.0,0.98,53.79,79.67,2.12,0.258,2.98,0.47
0.107,1,74.5,127.6,2.72,11.82,10.98,1.71,0.133,5.55,0.13
0.124,1,78.7,115.0,3.14,79.37,75.23,1.46,0.196,6.19,1.21
0.121,1,79.1,91.5,1.18,17.04,14.23,1.16,0.092,6.26,0.2
0.117,1,68.9,144.2,3.72,29.22,30.24,2.09,0.159,4.75,0.35
0.104,1,99.4,127.0,0.9,70.4,44.66,1.28,0.048,9.88,0.91
0.116,1,45.2,66.3,2.39,33.45,55.96,1.47,0.207,2.04,0.35
0.147,1,13.8,24.9,3.71,73.7,296.27,1.8,0.0,0.19,1.77
0.143,1,31.8,74.0,0.6,58.86,151.77,2.33,0.268,1.01,0.85
0.122,1,14.0,33.4,3.09,3.29,17.55,2.39,0.197,0.2,0.06
0.106,1,29.3,34.9,3.66,50.14,118.37,1.19,0.133,0.86,0.74
0.143,1,65.4,73.1,4.32,34.02,36.92,1.12,0.155,4.28,0.53
0.118,1,92.5,119.1,4.19,1.34,1.18,1.29,0.263,8.56,0.05
0.105,1,40.0,64.9,1.68,47.22,79.43,1.62,0.108,1.6,0.36
0.116,1,82.9,171.2,4.49,56.15,42.89,2.07,0.052,6.87,0.8
0.114,1,84.9,209.9,3.22,1.77,1.21,2.47,0.0,7.21,0.05
0.129,1,16.8,40.7,2.51,73.09,336.8,2.42,0.225,0.28,1.48
0.13,1,66.4,132.3,3.96,44.74,56.32,1.99,0.282,4.41,0.67
0.139,1,88.5,124.1,0.96,39.15,30.71,1.4,0.136,7.83,0.51
0.122,1,61.4,112.8,0.71,49.6,63.69,1.84,0.239,3.77,0.41
0.13,1,63.4,84.3,1.18,78.42,81.4,1.33,0.088,4.02,0.72
0.109,1,70.1,136.9,4.04,7.95,9.16,1.95,0.257,4.91,0.11
0.116,1,51.6,84.9,5.25,74.41,91.0,1.65,0.049,2.66,1.12
0.139,1,93.8,135.5,3.67,22.69,19.04,1.44,0.238,8.8,0.47
0.128,1,40.5,62.8,4.05,68.27,121.83,1.55,0.17,1.64,1.01
0.113,1,56.8,98.3,0.56,44.99,58.49,1.73,0.187,3.23,0.37
0.137,1,61.4,73.3,1.14,48.12,48.79,1.19,0.036,3.77,0.44
0.121,1,59.9,93.5,4.46,51.86,55.4,1.56,0.062,3.59,0.74
0.132,1,67.4,126.4,0.56,56.02,54.26,1.88,0.081,4.54,0.59
0.141,1,62.9,91.4,1.62,27.89,30.28,1.45,0.121,3.96,0.3
0.126,1,24.9,61.5,1.09,74.62,243.96,2.47,0.263,0.62,1.0
0.136,1,49.2,97.5,2.37,24.79,35.95,1.98,0.159,2.42,0.31
0.129,1,35.8,57.8,0.96,5.13,8.83,1.61,0.026,1.28,0.06
0.105,1,83.2,96.0,4.12,22.53,21.7,1.15,0.251,6.92,0.29
0.115,1,56.6,92.5,3.6,10.05,14.9,1.63,0.285,3.2,0.12
0.117,1,73.9,118.9,5.08,36.89,37.73,1.61,0.206,5.46,0.54
0.142,1,76.2,106.4,1.3,25.99,28.41,1.4,0.28,5.81,0.32
0.123,1,12.7,21.0,3.64,76.3,417.56,1.65,0.137,0.16,1.59
0.127,1,13.7,21.1,3.67,76.1,443.12,1.54,0.248,0.19,1.41
0.111,1,28.1,67.2,5.19,62.22,145.66,2.39,0.088,0.79,1.13
0.123,1,32.8,59.3,0.67,11.41,28.04,1.81,0.256,1.08,0.14
0.121,1,56.5,91.4,4.57,62.95,85.68,1.62,0.22,3.19,0.9
0.11,1,40.4,71.0,2.32,60.64,95.88,1.76,0.061,1.63,0.55
0.12,1,98.2,139.1,3.87,35.2,20.12,1.42,0.0,9.64,0.72
0.135,1,56.2,130.4,2.09,7.81,11.41,2.32,0.269,3.16,0.09
0.129,1,81.3,126.3,4.44,11.7,9.03,1.55,0.044,6.61,0.18
0.141,1,30.0,63.1,5.69,42.69,99.9,2.1,0.145,0.9,0.99
0.116,1,52.8,102.6,5.92,75.08,113.57,1.94,0.249,2.79,1.23
0.123,1,69.2,162.8,2.66,76.98,73.95,2.35,0.097,4.79,0.95
0.135,1,95.6,137.9,4.6,42.14,27.35,1.44,0.033,9.14,1.11
0.128,1,69.5,107.9,3.15,49.77,47.37,1.55,0.093,4.83,0.57
0.148,1,56.0,119.1,2.76,29.06,34.36,2.13,0.094,3.14,0.41
0.127,1,58.9,105.8,1.24,40.19,40.31,1.8,0.0,3.47,0.37
0.147,1,64.4,130.3,2.71,72.81,82.69,2.02,0.18,4.15,1.1
0.118,1,96.4,216.8,5.2,14.6,9.41,2.25,0.034,9.29,0.34
0.114,1,87.0,99.6,0.92,22.64,15.61,1.14,0.0,7.57,0.2
0.14,1,60.7,67.3,2.86,33.22,31.42,1.11,0.0,3.68,0.44
0.135,1,74.9,158.8,0.5,76.36,79.95,2.12,0.235,5.61,0.97
0.101,1,94.0,210.0,5.1,8.37,6.78,2.23,0.212,8.84,0.19
0.134,1,61.4,148.8,2.94,48.34,53.76,2.42,0.121,3.77,0.73
0.104,1,55.1,113.6,4.86,47.06,69.41,2.06,0.262,3.04,0.65
0.103,1,46.2,52.3,2.31,43.41,76.41,1.13,0.262,2.13,0.41
0.106,1,18.4,35.4,3.43,22.04,97.0,1.92,0.259,0.34,0.41
0.12,1,90.1,147.5,4.55,38.6,24.71,1.64,0.0,8.12,0.94
0.123,1,76.1,122.8,0.6,8.94,8.09,1.61,0.129,5.79,0.1
0.117,1,72.6,150.9,4.37,39.91,44.77,2.08,0.263,5.27,0.63
0.123,1,27.9,42.7,0.73,51.05,112.45,1.53,0.024,0.78,0.56
0.139,1,39.4,56.7,1.43,62.21,91.41,1.44,0.0,1.55,0.87
